Name chr start end width strand leno
8272 ENSG00000142910.15 chr1 31576485 31587686 11202 + 11202
10723 ENSG00000162517.12 chr1 31629862 31644896 15035 - 15035
1631 ENSG00000084636.17 chr1 31652247 31704319 52073 - 52073
5183 ENSG00000121753.12 chr1 31727117 31764893 37777 - 37777
6925 ENSG00000134668.12 chr1 31790422 31816051 25630 - 25630
49590 ENSG00000269967.1 chr1 31851913 31921841 69929 - 69929
15604 ENSG00000184007.18 chr1 31906421 31944856 38436 - 38436
28079 ENSG00000228634.1 chr1 31933020 31933975 956 + 956
5187 ENSG00000121774.17 chr1 32013829 32060850 47022 + 47022
5188 ENSG00000121775.17 chr1 32072031 32102866 30836 + 30836
452 ENSG00000025800.13 chr1 32108038 32176375 68338 + 68338
1632 ENSG00000084652.15 chr1 32179686 32198285 18600 + 18600
10387 ENSG00000160050.14 chr1 32200386 32205387 5002 + 5002
24967 ENSG00000224066.1 chr1 32205498 32206814 1317 - 1317
10388 ENSG00000160051.11 chr1 32205759 32208687 2929 + 2929
24034 ENSG00000222046.2 chr1 32209094 32215846 6753 + 6753
10389 ENSG00000160055.19 chr1 32214477 32222357 7881 - 7881
1629 ENSG00000084623.11 chr1 32222019 32231604 9586 + 9586
23736 ENSG00000220785.7 chr1 32231658 32241620 9963 - 9963
15497 ENSG00000183615.5 chr1 32247233 32248856 1624 + 1624
15315 ENSG00000182866.16 chr1 32251239 32286165 34927 + 34927
4562 ENSG00000116478.11 chr1 32292086 32333635 41550 + 41550
13796 ENSG00000175130.6 chr1 32333832 32336379 2548 - 2548
10727 ENSG00000162526.6 chr1 32351521 32364312 12792 + 12792
26165 ENSG00000225828.1 chr1 32361270 32362196 927 - 927
10390 ENSG00000160058.18 chr1 32365103 32394448 29346 - 29346
10391 ENSG00000160062.14 chr1 32539427 32605939 66513 + 66513
14019 ENSG00000176261.15 chr1 32620820 32650903 30084 - 30084
10725 ENSG00000162521.18 chr1 32651142 32686211 35070 + 35070
10726 ENSG00000162522.10 chr1 32741885 32774970 33086 + 33086
6926 ENSG00000134684.10 chr1 32775237 32818153 42917 - 42917
4564 ENSG00000116497.17 chr1 32816767 32858879 42113 + 42113
10396 ENSG00000160097.16 chr1 32862268 32872482 10215 - 10215
5201 ENSG00000121900.18 chr1 32894647 32901438 6792 - 6792
4565 ENSG00000116514.16 chr1 32936445 32964685 28241 - 28241
54058 ENSG00000278966.2 chr1 32973553 32974463 911 + 911
51 ENSG00000004455.16 chr1 33007940 33080996 73057 - 73057
8273 ENSG00000142920.16 chr1 33081104 33120530 39427 + 39427
54085 ENSG00000278997.1 chr1 33141871 33143230 1360 - 1360
4567 ENSG00000116525.13 chr1 33145402 33182059 36658 - 36658
54236 ENSG00000279179.1 chr1 33162851 33166298 3448 + 3448
10395 ENSG00000160094.14 chr1 33256545 33300719 44175 + 44175
15699 ENSG00000184389.9 chr1 33306766 33321098 14333 - 14333
25812 ENSG00000225313.5 chr1 33313324 33349245 35922 + 35922
6927 ENSG00000134686.18 chr1 33323623 33431052 107430 - 107430
56083 ENSG00000284154.1 chr1 33332405 33332492 88 - 88
24055 ENSG00000222112.1 chr1 33336566 33336864 299 - 299
5202 ENSG00000121903.14 chr1 33472645 33496507 23863 + 23863
11128 ENSG00000163866.8 chr1 34712737 34859816 147080 - 147080
16436 ENSG00000187513.8 chr1 34792998 34795747 2750 + 2750
29108 ENSG00000230163.1 chr1 34850694 34851555 862 + 862
4569 ENSG00000116544.11 chr1 34865436 34929585 64150 - 64150
35645 ENSG00000241014.1 chr1 34974356 34978706 4351 - 4351
36726 ENSG00000243749.1 chr1 34981535 34985353 3819 - 3819
11129 ENSG00000163867.16 chr1 34986165 35031968 45804 - 45804
17269 ENSG00000197056.9 chr1 35059786 35115859 56074 + 56074
4570 ENSG00000116560.10 chr1 35176378 35193148 16771 - 16771
8830 ENSG00000146463.11 chr1 35268967 35422058 153092 + 153092
28992 ENSG00000229994.1 chr1 35350722 35351607 886 + 886
8253 ENSG00000142687.17 chr1 35433490 35557413 123924 - 123924
397 ENSG00000020129.15 chr1 35557473 35567274 9802 + 9802
35098 ENSG00000239636.1 chr1 35569813 35577729 7917 - 7917
4618 ENSG00000116819.6 chr1 35573370 35595328 21959 + 21959
5776 ENSG00000126067.11 chr1 35599544 35641844 42301 - 42301
8252 ENSG00000142686.7 chr1 35713875 35719472 5598 - 5598
1984 ENSG00000092853.13 chr1 35720218 35769967 49750 - 49750
6930 ENSG00000134698.10 chr1 35808172 35857890 49719 + 49719
1982 ENSG00000092847.11 chr1 35869808 35930528 60721 + 60721
5777 ENSG00000126070.19 chr1 35930718 36072500 141783 + 141783
4624 ENSG00000116863.10 chr1 36088875 36093932 5058 + 5058
13123 ENSG00000171812.12 chr1 36095236 36125220 29985 - 29985
718 ENSG00000054116.11 chr1 36136570 36155964 19395 - 19395
4625 ENSG00000116871.15 chr1 36155579 36180849 25271 + 25271
719 ENSG00000054118.13 chr1 36224416 36305357 80942 + 80942
22600 ENSG00000214193.10 chr1 36306387 36324886 18500 + 18500
8254 ENSG00000142694.6 chr1 36322031 36323615 1585 - 1585
4628 ENSG00000116883.8 chr1 36323734 36329221 5488 + 5488
16984 ENSG00000196182.10 chr1 36339624 36385896 46273 - 46273
15080 ENSG00000181817.5 chr1 36391238 36397892 6655 - 6655
4629 ENSG00000116885.18 chr1 36415827 36450451 34625 - 34625
4630 ENSG00000116898.11 chr1 36455718 36464437 8720 - 8720
4905 ENSG00000119535.17 chr1 36466043 36483278 17236 - 17236
31479 ENSG00000233621.1 chr1 37454879 37474411 19533 - 19533
11133 ENSG00000163874.10 chr1 37474552 37484379 9828 + 9828
11134 ENSG00000163875.15 chr1 37492575 37514774 22200 - 22200
11135 ENSG00000163877.10 chr1 37534449 37554344 19896 - 19896
6929 ENSG00000134697.12 chr1 37566858 37595935 29078 - 29078
4634 ENSG00000116922.14 chr1 37681570 37692249 10680 - 10680
6928 ENSG00000134690.10 chr1 37692418 37709719 17302 + 17302
15867 ENSG00000185090.14 chr1 37793802 37801137 7336 + 7336
17085 ENSG00000196449.3 chr1 37802944 37806976 4033 - 4033
17571 ENSG00000197982.13 chr1 37806979 37809454 2476 + 2476
16777 ENSG00000188786.9 chr1 37809567 37859620 50054 - 50054
19677 ENSG00000204084.12 chr1 37861092 37947057 85966 - 85966
15453 ENSG00000183431.11 chr1 37956975 37990921 33947 - 33947
15444 ENSG00000183386.9 chr1 37996770 38005606 8837 - 8837
15474 ENSG00000183520.11 chr1 38009258 38024824 15567 + 15567
4635 ENSG00000116954.7 chr1 38838198 38859823 21626 - 21626
27950 ENSG00000228436.2 chr1 38860000 38919396 59397 + 59397
22574 ENSG00000214114.8 chr1 38864236 38873368 9133 - 9133
13691 ENSG00000174574.15 chr1 38991223 39006059 14837 + 14837
12379 ENSG00000168653.10 chr1 39026318 39034636 8319 + 8319
5932 ENSG00000127603.23 chr1 39081316 39487177 405862 + 405862
15521 ENSG00000183682.7 chr1 39491646 39525935 34290 + 34290
15137 ENSG00000182109.7 chr1 39522280 39546187 23908 - 23908
36818 ENSG00000243970.1 chr1 39531838 39558707 26870 - 26870
1890 ENSG00000090621.13 chr1 39560816 39576790 15975 - 15975
4640 ENSG00000116983.12 chr1 39678648 39691689 13042 - 13042
1617 ENSG00000084072.16 chr1 39692182 39763914 71733 + 71733
4642 ENSG00000116985.11 chr1 39757182 39788861 31680 - 31680
598 ENSG00000043514.15 chr1 39841022 39883511 42490 - 42490
4643 ENSG00000116990.10 chr1 39895426 39902256 6831 - 6831
12318 ENSG00000168389.17 chr1 39955112 39969968 14857 + 14857
27975 ENSG00000228477.1 chr1 39962680 39963404 725 + 725
6410 ENSG00000131236.16 chr1 40040233 40072649 32417 + 32417
6411 ENSG00000131238.16 chr1 40072705 40097703 24999 - 24999
4646 ENSG00000117000.8 chr1 40161373 40240921 79549 + 79549
45131 ENSG00000259943.1 chr1 40256427 40257967 1541 - 1541
1618 ENSG00000084073.8 chr1 40258107 40294184 36078 + 36078
651 ENSG00000049089.13 chr1 40300487 40317294 16808 - 16808
1616 ENSG00000084070.11 chr1 40344850 40423326 78477 + 78477
16522 ENSG00000187801.14 chr1 40450107 40463718 13612 + 13612
45803 ENSG00000260920.2 chr1 40464319 40466767 2449 + 2449
16526 ENSG00000187815.9 chr1 40477215 40496343 19129 + 19129
11172 ENSG00000164002.11 chr1 40508741 40516556 7816 + 7816
4648 ENSG00000117010.15 chr1 40531561 40548169 16609 + 16609
4650 ENSG00000117016.9 chr1 40620679 40665657 44979 - 44979
50847 ENSG00000272145.1 chr1 40690380 40692007 1628 - 1628
961 ENSG00000066136.20 chr1 40692067 40771603 79537 + 79537
4649 ENSG00000117013.14 chr1 40784012 40840452 56441 + 56441
14719 ENSG00000179862.6 chr1 40861051 40862366 1316 - 1316
13117 ENSG00000171793.13 chr1 40979335 41012565 33231 + 33231
55331 ENSG00000281207.1 chr1 41014590 41043890 29301 + 29301
272 ENSG00000010803.16 chr1 41027200 41242116 214917 - 214917
5878 ENSG00000127124.14 chr1 41506365 42035925 529561 - 529561
17852 ENSG00000198815.8 chr1 42176539 42335877 159339 - 159339
5879 ENSG00000127125.8 chr1 42456268 42460414 4147 + 4147
16209 ENSG00000186409.14 chr1 42463330 42654664 191335 + 191335
33692 ENSG00000236876.3 chr1 42500205 42500339 135 - 135
13164 ENSG00000171960.10 chr1 42658425 42676758 18334 + 18334
952 ENSG00000065978.18 chr1 42682427 42702349 19923 + 19923
4689 ENSG00000117385.15 chr1 42746335 42767084 20750 - 20750
11174 ENSG00000164008.14 chr1 42767269 42775747 8479 + 8479
27960 ENSG00000228452.1 chr1 42775813 42776790 978 - 978
51946 ENSG00000274386.5 chr1 42785007 42816619 31613 + 31613
14353 ENSG00000177868.11 chr1 42807052 42816804 9753 - 9753
11175 ENSG00000164010.13 chr1 42817124 42844989 27866 + 27866
11176 ENSG00000164011.17 chr1 42846573 42852477 5905 + 5905
4690 ENSG00000117394.20 chr1 42925375 42959048 33674 - 33674
56076 ENSG00000284138.1 chr1 42952202 42952641 440 - 440
27356 ENSG00000227533.5 chr1 42959295 42983358 24064 + 24064
4691 ENSG00000117395.12 chr1 43164175 43270936 106762 - 106762
957 ENSG00000066056.13 chr1 43300993 43323108 22116 + 22116
4693 ENSG00000117400.16 chr1 43337849 43352772 14924 + 14924
4692 ENSG00000117399.13 chr1 43358955 43363203 4249 + 4249
967 ENSG00000066322.14 chr1 43363397 43368074 4678 - 4678
10334 ENSG00000159479.16 chr1 43383917 43389808 5892 - 5892
28611 ENSG00000229431.1 chr1 43385113 43389155 4043 + 4043
17644 ENSG00000198198.15 chr1 43389882 43454247 64366 + 64366
8276 ENSG00000142949.16 chr1 43525187 43623666 98480 + 98480
960 ENSG00000066135.12 chr1 43650158 43705515 55358 + 55358
33222 ENSG00000236200.5 chr1 43699765 43708138 8374 - 8374
5779 ENSG00000126091.19 chr1 43705824 43931165 225342 + 225342
4695 ENSG00000117408.10 chr1 43946939 43968022 21084 + 21084
6642 ENSG00000132768.13 chr1 43970000 43973369 3370 + 3370
4696 ENSG00000117410.13 chr1 43974487 43978295 3809 + 3809
4697 ENSG00000117411.16 chr1 43978943 43991170 12228 + 12228
10294 ENSG00000159214.12 chr1 43991359 43996482 5124 + 5124
17109 ENSG00000196517.11 chr1 43991500 44031467 39968 - 39968
29439 ENSG00000230615.6 chr1 44030443 44115913 85471 + 85471
14381 ENSG00000178028.13 chr1 44213455 44220681 7227 + 7227
4698 ENSG00000117419.14 chr1 44221070 44355260 134191 - 134191
16386 ENSG00000187147.17 chr1 44405194 44651724 246531 + 246531
5780 ENSG00000126106.13 chr1 44635238 44674555 39318 - 39318
17732 ENSG00000198520.10 chr1 44674713 44725591 50879 + 50879
8275 ENSG00000142945.12 chr1 44739818 44767767 27950 + 27950
8274 ENSG00000142937.11 chr1 44775251 44778779 3529 + 3529
8277 ENSG00000142959.4 chr1 44783585 44787705 4121 - 4121
13565 ENSG00000173846.12 chr1 44800225 44805912 5688 + 5688
16675 ENSG00000188396.3 chr1 44805991 44806675 685 - 685
24011 ENSG00000222009.8 chr1 44808482 44814129 5648 + 5648
4699 ENSG00000117425.13 chr1 44819844 44843063 23220 - 23220
1131 ENSG00000070785.16 chr1 44850522 44986722 136201 - 136201
5781 ENSG00000126107.14 chr1 45002540 45011329 8790 - 8790
5778 ENSG00000126088.13 chr1 45012147 45015575 3429 + 3429
10701 ENSG00000162415.6 chr1 45016399 45306209 289811 - 289811
16261 ENSG00000186603.5 chr1 45326905 45328533 1629 + 1629
6645 ENSG00000132781.17 chr1 45329163 45338656 9494 - 9494
6643 ENSG00000132773.11 chr1 45339670 45343882 4213 + 4213
1127 ENSG00000070759.16 chr1 45343976 45491166 147191 - 147191
55248 ENSG00000280670.2 chr1 45493866 45500052 6187 - 6187
6641 ENSG00000132763.14 chr1 45500080 45513382 13303 + 13303
4701 ENSG00000117450.13 chr1 45514507 45523047 8541 - 8541
4700 ENSG00000117448.13 chr1 45550543 45570049 19507 + 19507
6644 ENSG00000132780.16 chr1 45583846 45618904 35059 + 35059
10341 ENSG00000159588.14 chr1 45620044 45624057 4014 - 4014
10342 ENSG00000159592.10 chr1 45627304 45687146 59843 - 59843
31961 ENSG00000234329.1 chr1 45651039 45651826 788 - 788
10344 ENSG00000159596.6 chr1 45687214 45694323 7110 + 7110
17388 ENSG00000197429.10 chr1 45694444 45750650 56207 - 56207
29625 ENSG00000230896.1 chr1 45694684 45697058 2375 - 2375
1680 ENSG00000086015.20 chr1 45786987 46036124 249138 + 249138
4702 ENSG00000117461.14 chr1 46040140 46133036 92897 - 92897
1678 ENSG00000085998.13 chr1 46188682 46198443 9762 - 9762
1679 ENSG00000085999.11 chr1 46247688 46274717 27030 + 27030
6527 ENSG00000132128.16 chr1 46261196 46303608 42413 - 42413
13531 ENSG00000173660.11 chr1 46303631 46316776 13146 + 13146
4708 ENSG00000117481.10 chr1 46340177 46365152 24976 + 24976
4707 ENSG00000117480.15 chr1 46394265 46413848 19584 + 19584
30380 ENSG00000232022.7 chr1 46432129 46482493 50365 + 50365
49584 ENSG00000269956.1 chr1 46538696 46570255 31560 + 31560
1455 ENSG00000079277.19 chr1 46557408 46604294 46887 - 46887
8278 ENSG00000142961.14 chr1 46607715 46616891 9177 - 9177
5381 ENSG00000123472.12 chr1 46632737 46673867 41131 - 41131
10350 ENSG00000159658.10 chr1 46675159 46719064 43906 - 43906
8279 ENSG00000142973.13 chr1 46757838 46819413 61576 + 61576
25473 ENSG00000224805.2 chr1 47179272 47180339 1068 + 1068
10681 ENSG00000162366.7 chr1 47183593 47191044 7452 - 7452
10682 ENSG00000162367.11 chr1 47216290 47232220 15931 - 15931
26460 ENSG00000226252.1 chr1 47225890 47230750 4861 + 4861
5382 ENSG00000123473.15 chr1 47250139 47314147 64009 - 64009
10683 ENSG00000162368.13 chr1 47333797 47378839 45043 + 45043
34066 ENSG00000237424.1 chr1 47432133 47434641 2509 - 2509
16250 ENSG00000186564.5 chr1 47436017 47440691 4675 + 4675
4750 ENSG00000117834.12 chr1 48222685 48248644 25960 + 25960
51034 ENSG00000272491.1 chr1 48227888 48229561 1674 - 1674
6526 ENSG00000132122.11 chr1 48295372 48472208 176837 - 176837
32493 ENSG00000235105.1 chr1 48435967 48437223 1257 + 1257
10684 ENSG00000162373.12 chr1 48727523 48776969 49447 - 49447
15870 ENSG00000185104.19 chr1 50437028 50960263 523236 - 523236
5327 ENSG00000123080.10 chr1 50960745 50974633 13889 + 13889
5328 ENSG00000123091.4 chr1 51236271 51273455 37185 + 37185
1671 ENSG00000085831.15 chr1 51287258 51345116 57859 - 57859
1672 ENSG00000085832.16 chr1 51354263 51519328 165066 - 165066
4751 ENSG00000117859.18 chr1 51577179 51788469 211291 + 211291
1430 ENSG00000078618.21 chr1 51789191 51878937 89747 - 89747
48389 ENSG00000266993.3 chr1 51793934 51799154 5221 + 5221
4752 ENSG00000117862.11 chr1 52020131 52056124 35994 - 35994
17870 ENSG00000198841.3 chr1 52032103 52033390 1288 - 1288
6933 ENSG00000134717.17 chr1 52056172 52090716 34545 + 34545
10034 ENSG00000157077.14 chr1 52142094 52346686 204593 + 204593
9716 ENSG00000154222.14 chr1 52345723 52366193 20471 - 20471
50823 ENSG00000272100.1 chr1 52353648 52353877 230 + 230
1673 ENSG00000085840.12 chr1 52372829 52404459 31631 - 31631
6935 ENSG00000134748.12 chr1 52404564 52420839 16276 + 16276
6934 ENSG00000134744.13 chr1 52408282 52553487 145206 - 145206
4529 ENSG00000116157.5 chr1 52602372 52609051 6680 + 6680
15159 ENSG00000182183.14 chr1 52633344 52669683 36340 + 36340
10686 ENSG00000162377.5 chr1 52684451 52698366 13916 - 13916
10687 ENSG00000162378.12 chr1 52726467 52827342 100876 + 100876
28271 ENSG00000228929.1 chr1 52772194 52772648 455 - 455
5141 ENSG00000121310.16 chr1 52895910 52927212 31303 - 31303
4531 ENSG00000116171.17 chr1 52927229 53051703 124475 + 124475
13646 ENSG00000174348.13 chr1 53062052 53085134 23083 + 23083
10688 ENSG00000162383.11 chr1 53087179 53142632 55454 - 55454
10048 ENSG00000157184.6 chr1 53196429 53214098 17670 + 17670
33583 ENSG00000236723.2 chr1 53209783 53213263 3481 - 3481
10689 ENSG00000162384.13 chr1 53214198 53220617 6420 - 6420
10690 ENSG00000162385.10 chr1 53226892 53238609 11718 - 11718
10050 ENSG00000157193.15 chr1 53242364 53328070 85707 - 85707
29091 ENSG00000230138.1 chr1 53366668 53368245 1578 - 1578
793 ENSG00000058804.11 chr1 53765460 53838860 73401 - 73401
792 ENSG00000058799.14 chr1 53851719 53889834 38116 - 38116
21362 ENSG00000211452.10 chr1 53891239 53911086 19848 + 19848
1548 ENSG00000081870.11 chr1 53916574 53945929 29356 - 29356
4540 ENSG00000116212.14 chr1 53946077 53968168 22092 + 22092
4539 ENSG00000116209.11 chr1 54026681 54053504 26824 - 26824
55164 ENSG00000280378.1 chr1 54033126 54034880 1755 - 1755
4538 ENSG00000116205.12 chr1 54053587 54112519 58933 + 58933
23147 ENSG00000215883.10 chr1 54169651 54200036 30386 - 30386
4543 ENSG00000116221.15 chr1 54184041 54225431 41391 + 41391
10054 ENSG00000157216.15 chr1 54225465 54413479 188015 - 188015
17797 ENSG00000198711.5 chr1 54236440 54238988 2549 + 2549
10691 ENSG00000162390.17 chr1 54542257 54639192 96936 + 96936
15677 ENSG00000184313.19 chr1 54641754 54710266 68513 + 68513
36718 ENSG00000243725.6 chr1 54715822 54742657 26836 + 26836
10693 ENSG00000162396.5 chr1 54756898 54764514 7617 - 7617
142 ENSG00000006555.10 chr1 54779712 54801267 21556 - 21556
10694 ENSG00000162398.11 chr1 54806063 54842252 36190 + 36190
4524 ENSG00000116133.11 chr1 54849633 54887218 37586 - 37586
10695 ENSG00000162399.6 chr1 54998933 55010883 11951 + 11951
12504 ENSG00000169174.10 chr1 55039548 55064852 25305 + 25305
10696 ENSG00000162402.13 chr1 55066359 55215113 148755 - 148755
10697 ENSG00000162407.8 chr1 56494747 56645301 150555 - 150555
10743 ENSG00000162600.11 chr1 58415384 58546802 131419 - 131419
15670 ENSG00000184292.6 chr1 58575423 58577773 2351 - 2351
10744 ENSG00000162601.9 chr1 58654739 58700092 45354 - 45354
55820 ENSG00000283445.1 chr1 58715609 58771295 55687 + 55687
14301 ENSG00000177606.6 chr1 58780788 58784327 3540 - 3540
30666 ENSG00000232453.6 chr1 58882868 58903747 20880 - 20880
13283 ENSG00000172456.17 chr1 59296638 59810647 514010 + 514010
6931 ENSG00000134709.10 chr1 59814786 59876378 61593 + 61593
10742 ENSG00000162599.15 chr1 60865259 61462793 597535 + 597535
10745 ENSG00000162604.12 chr1 61681046 61725423 44378 - 44378
6658 ENSG00000132849.19 chr1 61742477 62178675 436199 + 436199
10746 ENSG00000162607.12 chr1 62436297 62451804 15508 + 15508
4576 ENSG00000116641.17 chr1 62454298 62688368 234071 - 234071
5683 ENSG00000125703.14 chr1 62784135 62865513 81379 + 81379
1758 ENSG00000088035.15 chr1 63367590 63438562 70973 + 70973
8266 ENSG00000142856.16 chr1 63440770 63529186 88417 - 88417
19644 ENSG00000203965.12 chr1 63523503 63572693 49191 + 49191
1473 ENSG00000079739.15 chr1 63593276 63660245 66970 + 66970
10262 ENSG00000158966.13 chr1 64470792 64693058 222267 + 222267
10707 ENSG00000162437.14 chr1 64745095 64833228 88134 + 88134
10706 ENSG00000162434.11 chr1 64833233 64966504 133272 - 133272
26910 ENSG00000226891.7 chr1 64972225 65002489 30265 - 30265
10705 ENSG00000162433.14 chr1 65147549 65232145 84597 + 84597
4584 ENSG00000116675.15 chr1 65248219 65415815 167597 + 167597
22329 ENSG00000213625.8 chr1 65420587 65436007 15421 + 15421
4585 ENSG00000116678.19 chr1 65525689 65641559 115871 + 115871
15742 ENSG00000184588.17 chr1 65792514 66374579 582066 + 582066
4802 ENSG00000118473.21 chr1 66533383 66748299 214917 + 214917
9553 ENSG00000152760.9 chr1 66752460 66778787 26328 + 26328
17632 ENSG00000198160.14 chr1 66924895 66988619 63725 + 63725
4594 ENSG00000116704.7 chr1 66999332 67054099 54768 - 54768
1551 ENSG00000081985.10 chr1 67307364 67396900 89537 + 89537
8267 ENSG00000142864.14 chr1 67407810 67430415 22606 - 22606
4596 ENSG00000116717.11 chr1 67685061 67688338 3278 + 3278
13271 ENSG00000172380.5 chr1 67701466 67833467 132002 - 132002
30554 ENSG00000232284.7 chr1 67832303 68202987 370685 + 370685
4599 ENSG00000116729.13 chr1 68098473 68233120 134648 - 134648
441 ENSG00000024526.16 chr1 68474152 68497221 23070 - 23070
500 ENSG00000033122.18 chr1 69568398 70151945 583548 + 583548
976 ENSG00000066557.5 chr1 70144805 70205620 60816 - 60816
4607 ENSG00000116754.13 chr1 70205682 70253052 47371 + 47371
4801 ENSG00000118454.12 chr1 70260588 70354734 94147 - 94147
17433 ENSG00000197568.13 chr1 70354805 70385339 30535 + 30535
4608 ENSG00000116761.11 chr1 70411218 70439851 28634 + 28634
6588 ENSG00000132485.13 chr1 71063291 71081297 18007 - 18007
13232 ENSG00000172260.14 chr1 71395940 72282734 886795 - 886795
41946 ENSG00000254685.6 chr1 74198212 74234086 35875 + 35875
4614 ENSG00000116791.13 chr1 74705482 74733151 27670 - 27670
10753 ENSG00000162623.15 chr1 74733409 74766678 33270 + 33270
4653 ENSG00000117054.13 chr1 75724347 75786196 61850 + 61850
